subscription_id,customer_id,plan_type,billing_cycle,mrr,seats_purchased,start_date,end_date,status,churn_reason
SUB-20300,CUST-10300,Scale,Annual,16152.31,333,2024-02-13,,Active,
SUB-20301,CUST-10301,Starter,Annual,560.75,19,2024-02-13,,Active,
SUB-20302,CUST-10302,Starter,Annual,377.22,16,2024-02-13,2024-10-12,Churned,Support / SLA Frustration
SUB-20303,CUST-10303,Growth,Monthly,504.64,7,2024-02-14,2024-11-05,Churned,Support / SLA Frustration
SUB-20304,CUST-10304,Starter,Monthly,690.52,22,2024-02-14,2024-03-27,Churned,Low Adoption & License Waste
SUB-20305,CUST-10305,Starter,Monthly,656.2,18,2024-02-14,,Active,
SUB-20306,CUST-10306,Starter,Monthly,404.02,7,2024-02-14,,Active,
SUB-20307,CUST-10307,Growth,Monthly,2169.36,32,2024-02-14,2024-07-21,Churned,Low Adoption & License Waste
SUB-20308,CUST-10308,Growth,Monthly,577.01,9,2024-02-14,,Active,
SUB-20309,CUST-10309,Scale,Annual,1784.83,54,2024-02-14,2025-01-17,Churned,Support / SLA Frustration
SUB-20310,CUST-10310,Scale,Annual,932.68,51,2024-02-14,2025-01-24,Churned,Support / SLA Frustration
SUB-20311,CUST-10311,Enterprise Plus,Monthly,17203.96,172,2024-02-14,,Active,
SUB-20312,CUST-10312,Scale,Annual,15150.45,102,2024-02-14,,Active,
SUB-20313,CUST-10313,Starter,Monthly,275.96,6,2024-02-15,,Active,
SUB-20314,CUST-10314,Starter,Monthly,442.0,24,2024-02-15,,Active,
SUB-20315,CUST-10315,Starter,Monthly,707.15,22,2024-02-15,,Active,
SUB-20316,CUST-10316,Growth,Monthly,1154.79,78,2024-02-15,2025-01-13,Churned,Support / SLA Frustration
SUB-20317,CUST-10317,Scale,Annual,2345.62,39,2024-02-15,,Active,
SUB-20318,CUST-10318,Scale,Monthly,2790.61,26,2024-02-15,,Active,
SUB-20319,CUST-10319,Growth,Monthly,1501.84,40,2024-02-15,,Active,
SUB-20320,CUST-10320,Starter,Monthly,501.95,21,2024-02-15,,Active,
SUB-20321,CUST-10321,Starter,Monthly,588.53,12,2024-02-15,2025-02-08,Churned,Competitor Alternative
SUB-20322,CUST-10322,Starter,Monthly,722.76,11,2024-02-15,2024-11-12,Churned,Price / Budget Cuts
SUB-20323,CUST-10323,Growth,Annual,3239.87,45,2024-02-15,2025-01-17,Churned,Support / SLA Frustration
SUB-20324,CUST-10324,Starter,Monthly,393.25,13,2024-02-16,,Active,
SUB-20325,CUST-10325,Starter,Monthly,636.15,20,2024-02-16,2024-03-27,Churned,Low Adoption & License Waste
SUB-20326,CUST-10326,Starter,Monthly,195.76,7,2024-02-16,,Active,
SUB-20327,CUST-10327,Growth,Monthly,468.02,22,2024-02-16,,Active,
SUB-20328,CUST-10328,Scale,Monthly,2677.41,81,2024-02-16,,Active,
SUB-20329,CUST-10329,Growth,Annual,3102.78,50,2024-02-16,2025-01-03,Churned,Support / SLA Frustration
SUB-20330,CUST-10330,Growth,Annual,1940.05,97,2024-02-16,,Active,
SUB-20331,CUST-10331,Starter,Monthly,730.39,23,2024-02-17,,Active,
SUB-20332,CUST-10332,Enterprise Plus,Monthly,9958.11,192,2024-02-17,,Active,
SUB-20333,CUST-10333,Scale,Annual,11264.45,363,2024-02-17,,Active,
SUB-20334,CUST-10334,Enterprise Plus,Annual,5229.53,313,2024-02-17,,Active,
SUB-20335,CUST-10335,Scale,Annual,11954.51,334,2024-02-18,,Active,
SUB-20336,CUST-10336,Starter,Monthly,642.58,24,2024-02-18,,Active,
SUB-20337,CUST-10337,Growth,Monthly,241.86,18,2024-02-18,2025-01-02,Churned,Switched Tool
SUB-20338,CUST-10338,Scale,Annual,1642.39,36,2024-02-18,2024-08-03,Churned,Support / SLA Frustration
SUB-20339,CUST-10339,Enterprise Plus,Annual,5346.39,449,2024-02-18,,Active,
SUB-20340,CUST-10340,Growth,Annual,1897.55,46,2024-02-18,,Active,
SUB-20341,CUST-10341,Growth,Annual,2489.04,83,2024-02-18,2025-01-30,Churned,Support / SLA Frustration
SUB-20342,CUST-10342,Scale,Annual,2433.35,88,2024-02-18,,Active,
SUB-20343,CUST-10343,Growth,Annual,2512.89,72,2024-02-19,,Active,
SUB-20344,CUST-10344,Growth,Monthly,2774.16,94,2024-02-19,,Active,
SUB-20345,CUST-10345,Starter,Monthly,172.7,16,2024-02-19,2024-09-29,Churned,Price / Budget Cuts
SUB-20346,CUST-10346,Starter,Monthly,652.08,5,2024-02-19,2024-12-26,Churned,Support / SLA Frustration
SUB-20347,CUST-10347,Enterprise Plus,Annual,14537.23,117,2024-02-19,,Active,
SUB-20348,CUST-10348,Scale,Monthly,3315.31,36,2024-02-19,2024-07-04,Churned,Support / SLA Frustration
SUB-20349,CUST-10349,Starter,Annual,654.22,19,2024-02-19,,Active,
SUB-20350,CUST-10350,Starter,Monthly,179.42,15,2024-02-20,,Active,
SUB-20351,CUST-10351,Starter,Monthly,659.98,19,2024-02-20,,Active,
SUB-20352,CUST-10352,Growth,Monthly,687.55,11,2024-02-20,,Active,
SUB-20353,CUST-10353,Scale,Monthly,953.21,52,2024-02-20,,Active,
SUB-20354,CUST-10354,Scale,Monthly,6149.66,317,2024-02-20,,Active,
SUB-20355,CUST-10355,Growth,Annual,425.58,17,2024-02-21,,Active,
SUB-20356,CUST-10356,Scale,Annual,8541.04,184,2024-02-21,,Active,
SUB-20357,CUST-10357,Starter,Monthly,699.78,22,2024-02-21,,Active,
SUB-20358,CUST-10358,Starter,Monthly,325.08,10,2024-02-21,2024-04-02,Churned,Support / SLA Frustration
SUB-20359,CUST-10359,Starter,Monthly,315.78,8,2024-02-21,2024-12-21,Churned,Low Adoption & License Waste
SUB-20360,CUST-10360,Growth,Annual,2933.71,63,2024-02-21,2024-11-23,Churned,Support / SLA Frustration
SUB-20361,CUST-10361,Starter,Monthly,689.94,6,2024-02-21,,Active,
SUB-20362,CUST-10362,Scale,Annual,3453.81,79,2024-02-21,,Active,
SUB-20363,CUST-10363,Starter,Monthly,549.77,5,2024-02-22,,Active,
SUB-20364,CUST-10364,Starter,Monthly,537.44,19,2024-02-22,2024-09-14,Churned,Low Adoption & License Waste
SUB-20365,CUST-10365,Scale,Monthly,3122.09,68,2024-02-22,,Active,
SUB-20366,CUST-10366,Starter,Monthly,131.47,12,2024-02-22,,Active,
SUB-20367,CUST-10367,Growth,Monthly,135.65,6,2024-02-22,2024-07-20,Churned,Price / Budget Cuts
SUB-20368,CUST-10368,Scale,Monthly,2500.4,63,2024-02-22,2024-05-03,Churned,Competitor Alternative
SUB-20369,CUST-10369,Enterprise Plus,Annual,4783.3,209,2024-02-23,2025-01-14,Churned,Leadership Transition
SUB-20370,CUST-10370,Enterprise Plus,Annual,5679.2,387,2024-02-23,,Active,
SUB-20371,CUST-10371,Enterprise Plus,Monthly,12842.98,121,2024-02-23,,Active,
SUB-20372,CUST-10372,Enterprise Plus,Annual,13541.6,411,2024-02-23,,Active,
SUB-20373,CUST-10373,Growth,Monthly,585.03,18,2024-02-23,,Active,
SUB-20374,CUST-10374,Scale,Monthly,6923.84,461,2024-02-24,2025-01-02,Churned,Support / SLA Frustration
SUB-20375,CUST-10375,Growth,Annual,3297.38,25,2024-02-24,,Active,
SUB-20376,CUST-10376,Growth,Monthly,677.37,18,2024-02-24,,Active,
SUB-20377,CUST-10377,Enterprise Plus,Annual,5301.94,432,2024-02-24,,Active,
SUB-20378,CUST-10378,Starter,Monthly,498.22,14,2024-02-24,,Active,
SUB-20379,CUST-10379,Growth,Annual,1257.41,89,2024-02-24,,Active,
SUB-20380,CUST-10380,Scale,Monthly,7180.14,144,2024-02-24,,Active,
SUB-20381,CUST-10381,Starter,Annual,499.55,22,2024-02-24,2024-04-21,Churned,Support / SLA Frustration
SUB-20382,CUST-10382,Starter,Monthly,368.52,8,2024-02-25,,Active,
SUB-20383,CUST-10383,Starter,Monthly,189.68,22,2024-02-25,,Active,
SUB-20384,CUST-10384,Starter,Annual,412.62,21,2024-02-25,,Active,
SUB-20385,CUST-10385,Growth,Monthly,661.83,7,2024-02-25,2024-06-09,Churned,Low Adoption & License Waste
SUB-20386,CUST-10386,Scale,Monthly,2954.0,86,2024-02-25,,Active,
SUB-20387,CUST-10387,Growth,Monthly,2525.73,51,2024-02-25,,Active,
SUB-20388,CUST-10388,Starter,Monthly,397.38,10,2024-02-25,,Active,
SUB-20389,CUST-10389,Starter,Monthly,656.75,12,2024-02-25,,Active,
SUB-20390,CUST-10390,Growth,Annual,387.38,7,2024-02-25,,Active,
SUB-20391,CUST-10391,Growth,Monthly,2661.7,41,2024-02-25,,Active,
SUB-20392,CUST-10392,Growth,Monthly,1405.18,26,2024-02-25,2024-07-07,Churned,Support / SLA Frustration
SUB-20393,CUST-10393,Starter,Annual,737.36,17,2024-02-25,,Active,
SUB-20394,CUST-10394,Growth,Annual,2561.9,31,2024-02-25,,Active,
SUB-20395,CUST-10395,Growth,Monthly,235.91,16,2024-02-25,,Active,
SUB-20396,CUST-10396,Starter,Annual,517.23,17,2024-02-26,,Active,
SUB-20397,CUST-10397,Growth,Annual,2649.95,29,2024-02-26,,Active,
SUB-20398,CUST-10398,Starter,Monthly,532.81,22,2024-02-26,2024-12-31,Churned,Switched Tool
SUB-20399,CUST-10399,Growth,Monthly,735.03,20,2024-02-26,,Active,
SUB-20400,CUST-10400,Enterprise Plus,Monthly,14322.36,130,2024-02-26,,Active,
SUB-20401,CUST-10401,Starter,Monthly,428.48,21,2024-02-26,2024-06-11,Churned,Price / Budget Cuts
SUB-20402,CUST-10402,Starter,Monthly,561.12,23,2024-02-26,,Active,
SUB-20403,CUST-10403,Starter,Monthly,619.6,11,2024-02-26,,Active,
SUB-20404,CUST-10404,Growth,Annual,945.65,60,2024-02-26,,Active,
SUB-20405,CUST-10405,Starter,Annual,653.46,16,2024-02-27,,Active,
SUB-20406,CUST-10406,Scale,Annual,3303.12,90,2024-02-27,,Active,
SUB-20407,CUST-10407,Enterprise Plus,Monthly,15905.19,392,2024-02-27,2024-08-25,Churned,Support / SLA Frustration
SUB-20408,CUST-10408,Growth,Annual,290.63,6,2024-02-27,,Active,
SUB-20409,CUST-10409,Scale,Annual,16386.58,195,2024-02-27,,Active,
SUB-20410,CUST-10410,Scale,Monthly,1588.05,62,2024-02-27,,Active,
SUB-20411,CUST-10411,Starter,Monthly,653.78,5,2024-02-28,,Active,
SUB-20412,CUST-10412,Growth,Monthly,171.9,18,2024-02-28,,Active,
SUB-20413,CUST-10413,Starter,Annual,597.82,6,2024-02-28,2024-04-29,Churned,Price / Budget Cuts
SUB-20414,CUST-10414,Starter,Annual,730.3,20,2024-02-29,,Active,
SUB-20415,CUST-10415,Growth,Annual,1365.63,82,2024-02-29,,Active,
SUB-20416,CUST-10416,Growth,Monthly,3632.37,75,2024-02-29,,Active,
SUB-20417,CUST-10417,Growth,Annual,2284.0,70,2024-02-29,2024-12-11,Churned,Competitor Alternative
SUB-20418,CUST-10418,Starter,Monthly,341.33,22,2024-02-29,,Active,
SUB-20419,CUST-10419,Starter,Monthly,608.61,6,2024-02-29,,Active,
SUB-20420,CUST-10420,Growth,Monthly,536.32,5,2024-02-29,,Active,
SUB-20421,CUST-10421,Starter,Monthly,267.22,24,2024-02-29,2025-01-07,Churned,Support / SLA Frustration
SUB-20422,CUST-10422,Enterprise Plus,Annual,17050.92,396,2024-02-29,,Active,
SUB-20423,CUST-10423,Growth,Annual,1478.34,97,2024-02-29,,Active,
SUB-20424,CUST-10424,Enterprise Plus,Monthly,9177.75,444,2024-03-01,,Active,
SUB-20425,CUST-10425,Starter,Monthly,694.58,12,2024-03-01,,Active,
SUB-20426,CUST-10426,Scale,Monthly,3513.64,48,2024-03-01,,Active,
SUB-20427,CUST-10427,Starter,Monthly,610.51,12,2024-03-01,,Active,
SUB-20428,CUST-10428,Scale,Annual,3167.93,40,2024-03-01,2024-06-18,Churned,Support / SLA Frustration
SUB-20429,CUST-10429,Scale,Annual,10571.42,308,2024-03-01,,Active,
SUB-20430,CUST-10430,Enterprise Plus,Annual,6865.57,407,2024-03-01,,Active,
SUB-20431,CUST-10431,Starter,Monthly,526.16,23,2024-03-01,,Active,
SUB-20432,CUST-10432,Growth,Annual,648.29,24,2024-03-01,,Active,
SUB-20433,CUST-10433,Enterprise Plus,Monthly,11888.94,283,2024-03-02,2024-10-11,Churned,Support / SLA Frustration
SUB-20434,CUST-10434,Enterprise Plus,Annual,7602.58,141,2024-03-02,,Active,
SUB-20435,CUST-10435,Starter,Monthly,369.34,16,2024-03-02,2025-02-06,Churned,Competitor Alternative
SUB-20436,CUST-10436,Scale,Monthly,8438.56,276,2024-03-02,2024-06-18,Churned,Support / SLA Frustration
SUB-20437,CUST-10437,Starter,Monthly,150.45,16,2024-03-02,,Active,
SUB-20438,CUST-10438,Growth,Annual,351.78,5,2024-03-02,2024-12-03,Churned,Support / SLA Frustration
SUB-20439,CUST-10439,Enterprise Plus,Annual,5353.93,245,2024-03-02,,Active,
SUB-20440,CUST-10440,Enterprise Plus,Annual,11603.82,242,2024-03-03,,Active,
SUB-20441,CUST-10441,Starter,Monthly,748.43,20,2024-03-03,2024-05-17,Churned,Support / SLA Frustration
SUB-20442,CUST-10442,Growth,Annual,1934.52,98,2024-03-03,,Active,
SUB-20443,CUST-10443,Scale,Annual,935.13,64,2024-03-03,,Active,
SUB-20444,CUST-10444,Growth,Monthly,234.93,5,2024-03-03,,Active,
SUB-20445,CUST-10445,Starter,Monthly,747.83,23,2024-03-04,2024-10-22,Churned,Competitor Alternative
SUB-20446,CUST-10446,Growth,Monthly,492.13,15,2024-03-04,,Active,
SUB-20447,CUST-10447,Growth,Monthly,541.6,7,2024-03-04,,Active,
SUB-20448,CUST-10448,Growth,Monthly,3520.87,65,2024-03-04,2024-11-20,Churned,Competitor Alternative
SUB-20449,CUST-10449,Scale,Monthly,13977.87,265,2024-03-04,,Active,
SUB-20450,CUST-10450,Starter,Monthly,413.16,22,2024-03-04,2024-05-02,Churned,Price / Budget Cuts
SUB-20451,CUST-10451,Starter,Annual,121.72,11,2024-03-04,,Active,
SUB-20452,CUST-10452,Growth,Annual,932.59,42,2024-03-04,,Active,
SUB-20453,CUST-10453,Starter,Annual,502.98,16,2024-03-05,,Active,
SUB-20454,CUST-10454,Scale,Annual,17981.83,477,2024-03-05,,Active,
SUB-20455,CUST-10455,Growth,Monthly,1925.46,29,2024-03-05,,Active,
SUB-20456,CUST-10456,Scale,Annual,11563.8,364,2024-03-05,,Active,
SUB-20457,CUST-10457,Scale,Annual,1833.13,48,2024-03-05,,Active,
SUB-20458,CUST-10458,Enterprise Plus,Monthly,15002.23,489,2024-03-05,,Active,
SUB-20459,CUST-10459,Enterprise Plus,Annual,9761.55,295,2024-03-05,,Active,
SUB-20460,CUST-10460,Enterprise Plus,Annual,10777.53,218,2024-03-06,2024-06-18,Churned,Support / SLA Frustration
SUB-20461,CUST-10461,Growth,Monthly,384.87,18,2024-03-06,2025-02-20,Churned,Switched Tool
SUB-20462,CUST-10462,Starter,Monthly,148.34,5,2024-03-06,2025-02-21,Churned,Switched Tool
SUB-20463,CUST-10463,Starter,Monthly,587.8,22,2024-03-06,,Active,
SUB-20464,CUST-10464,Starter,Monthly,444.15,7,2024-03-06,2024-11-13,Churned,Price / Budget Cuts
SUB-20465,CUST-10465,Scale,Monthly,2395.36,94,2024-03-06,,Active,
SUB-20466,CUST-10466,Growth,Monthly,2376.76,33,2024-03-06,,Active,
SUB-20467,CUST-10467,Starter,Annual,496.19,18,2024-03-07,,Active,
SUB-20468,CUST-10468,Growth,Annual,2259.06,31,2024-03-07,,Active,
SUB-20469,CUST-10469,Starter,Monthly,726.3,7,2024-03-07,,Active,
SUB-20470,CUST-10470,Enterprise Plus,Annual,16953.43,350,2024-03-07,,Active,
SUB-20471,CUST-10471,Starter,Monthly,532.5,19,2024-03-07,2025-01-16,Churned,Support / SLA Frustration
SUB-20472,CUST-10472,Enterprise Plus,Annual,17345.82,123,2024-03-08,,Active,
SUB-20473,CUST-10473,Growth,Monthly,535.97,19,2024-03-08,,Active,
SUB-20474,CUST-10474,Starter,Annual,184.11,6,2024-03-08,,Active,
SUB-20475,CUST-10475,Starter,Annual,661.93,13,2024-03-08,,Active,
SUB-20476,CUST-10476,Enterprise Plus,Annual,8818.02,197,2024-03-08,,Active,
SUB-20477,CUST-10477,Starter,Monthly,489.35,10,2024-03-08,2024-04-28,Churned,Competitor Alternative
SUB-20478,CUST-10478,Growth,Annual,560.49,13,2024-03-09,,Active,
SUB-20479,CUST-10479,Growth,Monthly,592.52,13,2024-03-09,2024-07-07,Churned,Support / SLA Frustration
SUB-20480,CUST-10480,Starter,Monthly,410.24,6,2024-03-09,,Active,
SUB-20481,CUST-10481,Growth,Monthly,150.8,23,2024-03-10,,Active,
SUB-20482,CUST-10482,Growth,Annual,2977.52,91,2024-03-10,,Active,
SUB-20483,CUST-10483,Starter,Monthly,603.22,9,2024-03-10,,Active,
SUB-20484,CUST-10484,Starter,Annual,590.45,21,2024-03-10,,Active,
SUB-20485,CUST-10485,Starter,Monthly,606.09,11,2024-03-10,,Active,
SUB-20486,CUST-10486,Enterprise Plus,Annual,17079.27,320,2024-03-10,,Active,
SUB-20487,CUST-10487,Scale,Monthly,2527.97,89,2024-03-10,,Active,
SUB-20488,CUST-10488,Starter,Monthly,486.87,8,2024-03-11,2024-04-25,Churned,Low Adoption & License Waste
SUB-20489,CUST-10489,Growth,Monthly,560.52,24,2024-03-11,,Active,
SUB-20490,CUST-10490,Growth,Annual,1593.38,72,2024-03-11,,Active,
SUB-20491,CUST-10491,Growth,Monthly,406.4,20,2024-03-11,,Active,
SUB-20492,CUST-10492,Scale,Monthly,1603.92,70,2024-03-11,,Active,
SUB-20493,CUST-10493,Scale,Monthly,2762.84,91,2024-03-11,,Active,
SUB-20494,CUST-10494,Growth,Annual,3663.37,35,2024-03-11,2024-08-09,Churned,Competitor Alternative
SUB-20495,CUST-10495,Growth,Annual,2609.79,70,2024-03-12,,Active,
SUB-20496,CUST-10496,Starter,Monthly,696.51,12,2024-03-12,2024-12-12,Churned,Support / SLA Frustration
SUB-20497,CUST-10497,Enterprise Plus,Annual,13450.44,252,2024-03-12,,Active,
SUB-20498,CUST-10498,Starter,Monthly,268.29,14,2024-03-12,2024-12-26,Churned,Low Adoption & License Waste
SUB-20499,CUST-10499,Starter,Monthly,610.69,12,2024-03-12,,Active,
SUB-20500,CUST-10500,Growth,Annual,420.54,20,2024-03-12,,Active,
SUB-20501,CUST-10501,Starter,Monthly,526.12,23,2024-03-12,,Active,
SUB-20502,CUST-10502,Growth,Monthly,3744.15,77,2024-03-12,2024-08-13,Churned,Low Adoption & License Waste
SUB-20503,CUST-10503,Starter,Annual,355.92,16,2024-03-12,2025-01-25,Churned,Support / SLA Frustration
SUB-20504,CUST-10504,Growth,Monthly,724.84,10,2024-03-13,,Active,
SUB-20505,CUST-10505,Scale,Annual,2309.37,85,2024-03-13,,Active,
SUB-20506,CUST-10506,Starter,Annual,447.76,15,2024-03-13,,Active,
SUB-20507,CUST-10507,Growth,Monthly,154.84,16,2024-03-13,,Active,
SUB-20508,CUST-10508,Starter,Monthly,713.83,19,2024-03-13,,Active,
SUB-20509,CUST-10509,Starter,Annual,362.03,16,2024-03-14,,Active,
SUB-20510,CUST-10510,Growth,Monthly,569.9,13,2024-03-14,2024-06-17,Churned,Support / SLA Frustration
SUB-20511,CUST-10511,Scale,Annual,1371.5,37,2024-03-14,,Active,
SUB-20512,CUST-10512,Growth,Annual,624.95,9,2024-03-14,,Active,
SUB-20513,CUST-10513,Starter,Monthly,489.14,9,2024-03-15,2024-11-01,Churned,Competitor Alternative
SUB-20514,CUST-10514,Scale,Monthly,10266.44,334,2024-03-15,2025-02-18,Churned,Support / SLA Frustration
SUB-20515,CUST-10515,Enterprise Plus,Annual,7514.27,374,2024-03-15,,Active,
SUB-20516,CUST-10516,Scale,Annual,3188.13,89,2024-03-15,,Active,
SUB-20517,CUST-10517,Growth,Annual,311.47,22,2024-03-16,2024-06-13,Churned,Price / Budget Cuts
SUB-20518,CUST-10518,Starter,Annual,668.62,11,2024-03-16,,Active,
SUB-20519,CUST-10519,Growth,Annual,3360.0,50,2024-03-16,,Active,
SUB-20520,CUST-10520,Growth,Monthly,452.19,11,2024-03-16,,Active,
SUB-20521,CUST-10521,Growth,Monthly,2195.99,93,2024-03-16,,Active,
SUB-20522,CUST-10522,Starter,Monthly,382.54,20,2024-03-16,,Active,
SUB-20523,CUST-10523,Starter,Monthly,663.08,16,2024-03-16,2024-06-27,Churned,Support / SLA Frustration
SUB-20524,CUST-10524,Starter,Monthly,572.87,11,2024-03-16,2024-10-10,Churned,Support / SLA Frustration
SUB-20525,CUST-10525,Growth,Monthly,1273.82,79,2024-03-16,2024-10-06,Churned,Internal Restructuring
SUB-20526,CUST-10526,Growth,Annual,1082.78,64,2024-03-16,,Active,
SUB-20527,CUST-10527,Scale,Annual,1977.72,94,2024-03-17,,Active,
SUB-20528,CUST-10528,Enterprise Plus,Annual,17016.99,489,2024-03-17,,Active,
SUB-20529,CUST-10529,Growth,Monthly,726.42,21,2024-03-17,,Active,
SUB-20530,CUST-10530,Growth,Annual,721.17,20,2024-03-17,,Active,
SUB-20531,CUST-10531,Growth,Annual,266.52,24,2024-03-17,,Active,
SUB-20532,CUST-10532,Starter,Monthly,649.16,6,2024-03-17,2025-02-13,Churned,Competitor Alternative
SUB-20533,CUST-10533,Starter,Monthly,340.41,11,2024-03-17,,Active,
SUB-20534,CUST-10534,Starter,Annual,523.46,23,2024-03-17,2024-08-04,Churned,Support / SLA Frustration
SUB-20535,CUST-10535,Starter,Monthly,220.27,21,2024-03-18,2024-11-29,Churned,Support / SLA Frustration
SUB-20536,CUST-10536,Growth,Monthly,303.3,17,2024-03-18,,Active,
SUB-20537,CUST-10537,Scale,Annual,2727.21,78,2024-03-18,2024-05-25,Churned,Low Adoption & License Waste
SUB-20538,CUST-10538,Scale,Annual,3792.41,54,2024-03-18,,Active,
SUB-20539,CUST-10539,Enterprise Plus,Annual,11070.03,379,2024-03-18,,Active,
SUB-20540,CUST-10540,Starter,Annual,428.0,15,2024-03-18,,Active,
SUB-20541,CUST-10541,Starter,Monthly,263.31,13,2024-03-19,,Active,
SUB-20542,CUST-10542,Growth,Annual,1792.15,61,2024-03-19,2024-06-16,Churned,Support / SLA Frustration
SUB-20543,CUST-10543,Starter,Annual,610.91,17,2024-03-19,,Active,
SUB-20544,CUST-10544,Starter,Annual,665.31,8,2024-03-19,2024-10-28,Churned,Low Adoption & License Waste
SUB-20545,CUST-10545,Scale,Annual,1887.12,80,2024-03-19,,Active,
SUB-20546,CUST-10546,Enterprise Plus,Annual,9999.14,273,2024-03-19,,Active,
SUB-20547,CUST-10547,Growth,Monthly,276.02,8,2024-03-19,,Active,
SUB-20548,CUST-10548,Starter,Monthly,265.02,18,2024-03-19,,Active,
SUB-20549,CUST-10549,Starter,Monthly,513.78,10,2024-03-19,,Active,
SUB-20550,CUST-10550,Starter,Annual,199.36,21,2024-03-19,,Active,
SUB-20551,CUST-10551,Starter,Annual,366.37,10,2024-03-20,,Active,
SUB-20552,CUST-10552,Starter,Monthly,423.11,11,2024-03-20,2024-10-19,Churned,Competitor Alternative
SUB-20553,CUST-10553,Starter,Monthly,674.31,23,2024-03-20,,Active,
SUB-20554,CUST-10554,Starter,Monthly,577.7,23,2024-03-20,2025-03-07,Churned,Low Adoption & License Waste
SUB-20555,CUST-10555,Growth,Monthly,1058.42,72,2024-03-20,2025-02-21,Churned,Support / SLA Frustration
SUB-20556,CUST-10556,Enterprise Plus,Annual,16154.61,245,2024-03-20,,Active,
SUB-20557,CUST-10557,Enterprise Plus,Annual,10128.24,244,2024-03-20,,Active,
SUB-20558,CUST-10558,Starter,Monthly,213.3,17,2024-03-21,,Active,
SUB-20559,CUST-10559,Growth,Monthly,619.74,8,2024-03-21,2025-02-01,Churned,Support / SLA Frustration
SUB-20560,CUST-10560,Growth,Monthly,701.11,19,2024-03-21,,Active,
SUB-20561,CUST-10561,Scale,Annual,2590.02,86,2024-03-21,,Active,
SUB-20562,CUST-10562,Enterprise Plus,Annual,17178.65,117,2024-03-21,,Active,
SUB-20563,CUST-10563,Enterprise Plus,Annual,5949.16,119,2024-03-21,2024-11-18,Churned,Support / SLA Frustration
SUB-20564,CUST-10564,Scale,Annual,1210.63,82,2024-03-21,,Active,
SUB-20565,CUST-10565,Growth,Monthly,221.58,5,2024-03-21,2024-10-09,Churned,Price / Budget Cuts
SUB-20566,CUST-10566,Scale,Monthly,2787.31,85,2024-03-21,,Active,
SUB-20567,CUST-10567,Growth,Annual,3625.95,65,2024-03-21,,Active,
SUB-20568,CUST-10568,Starter,Monthly,706.9,16,2024-03-22,,Active,
SUB-20569,CUST-10569,Growth,Monthly,2874.37,55,2024-03-22,,Active,
SUB-20570,CUST-10570,Starter,Monthly,679.63,14,2024-03-22,,Active,
SUB-20571,CUST-10571,Growth,Monthly,639.33,19,2024-03-22,2024-11-16,Churned,Price / Budget Cuts
SUB-20572,CUST-10572,Scale,Annual,1232.52,88,2024-03-22,2024-09-11,Churned,Internal Restructuring
SUB-20573,CUST-10573,Starter,Annual,192.65,8,2024-03-22,,Active,
SUB-20574,CUST-10574,Growth,Monthly,248.41,21,2024-03-23,,Active,
SUB-20575,CUST-10575,Starter,Monthly,427.95,19,2024-03-23,,Active,
SUB-20576,CUST-10576,Enterprise Plus,Annual,15858.35,114,2024-03-23,,Active,
SUB-20577,CUST-10577,Growth,Monthly,392.46,17,2024-03-23,2024-09-17,Churned,Switched Tool
SUB-20578,CUST-10578,Growth,Annual,3756.78,42,2024-03-23,,Active,
SUB-20579,CUST-10579,Scale,Annual,2792.13,40,2024-03-24,,Active,
SUB-20580,CUST-10580,Growth,Monthly,1466.33,72,2024-03-24,,Active,
SUB-20581,CUST-10581,Starter,Monthly,507.53,15,2024-03-24,,Active,
SUB-20582,CUST-10582,Growth,Monthly,3298.24,38,2024-03-24,,Active,
