customer_id,license_utilization_rate,feature_adoption_score,weekly_active_days,api_calls_monthly,last_active_days_ago
CUST-12789,0.775,73,4,3706,0
CUST-12790,0.775,85,4,37216,3
CUST-12791,0.722,45,4,9561,3
CUST-12792,0.778,63,4,37417,7
CUST-12793,0.661,45,7,63171,2
CUST-12794,0.74,70,5,12186,14
CUST-12795,0.99,66,3,35829,10
CUST-12796,0.625,94,6,48602,0
CUST-12797,1.0,52,4,73815,0
CUST-12798,0.657,100,4,16330,12
CUST-12799,0.978,69,5,15661,10
CUST-12800,0.588,86,2,25733,10
CUST-12801,0.756,56,2,15397,11
CUST-12802,0.502,90,5,16842,5
CUST-12803,0.469,83,7,24237,13
CUST-12804,0.385,100,5,18378,8
CUST-12805,0.389,62,3,1153,8
CUST-12806,0.738,84,3,18018,4
CUST-12807,0.728,87,2,13392,32
CUST-12808,0.401,97,6,31212,0
CUST-12809,1.0,66,6,18789,3
CUST-12810,0.927,54,6,1283,2
CUST-12811,0.66,99,3,5531,2
CUST-12812,0.619,71,5,52591,7
CUST-12813,0.534,49,4,44394,0
CUST-12814,0.583,65,4,60042,0
CUST-12815,1.0,68,6,11896,6
CUST-12816,0.636,96,4,9885,38
CUST-12817,0.674,83,6,811,3
CUST-12818,0.18,68,3,2448,2
CUST-12819,0.479,71,4,28304,16
CUST-12820,0.98,57,7,20322,9
CUST-12821,0.935,62,3,22858,6
CUST-12822,0.478,87,3,750,7
CUST-12823,0.771,84,6,7989,15
CUST-12824,0.71,89,5,16003,3
CUST-12825,0.696,72,2,10086,0
CUST-12826,1.0,70,5,16942,2
CUST-12827,0.811,43,7,15576,2
CUST-12828,0.643,48,4,72355,6
CUST-12829,0.691,72,5,11112,5
CUST-12830,0.854,47,3,51846,12
CUST-12831,0.727,76,5,28824,3
CUST-12832,0.608,53,2,21338,1
CUST-12833,0.398,80,3,688,0
CUST-12834,0.449,63,4,14674,0
CUST-12835,0.758,99,2,87194,3
CUST-12836,0.487,80,2,6020,4
CUST-12837,0.84,81,3,69749,3
CUST-12838,0.488,57,6,12168,5
CUST-12839,0.245,54,4,30415,13
CUST-12840,0.71,59,6,12684,10
CUST-12841,0.87,21,6,32257,15
CUST-12842,0.575,61,3,28566,1
CUST-12843,0.71,100,3,16997,1
CUST-12844,0.769,77,7,13917,2
CUST-12845,0.879,76,3,12493,7
CUST-12846,0.911,55,4,41703,6
CUST-12847,0.518,73,7,20969,0
CUST-12848,0.886,49,4,32828,6
CUST-12849,0.846,50,4,11761,1
CUST-12850,0.662,90,5,45801,9
CUST-12851,0.709,75,3,13721,0
CUST-12852,0.525,80,6,23916,30
CUST-12853,0.824,31,3,6116,4
CUST-12854,0.707,77,6,16182,0
CUST-12855,1.0,65,3,5650,13
CUST-12856,0.835,95,4,24760,3
CUST-12857,0.592,86,5,35969,3
CUST-12858,0.665,33,4,41564,4
CUST-12859,0.43,34,3,9599,10
CUST-12860,0.791,76,5,1433,1
CUST-12861,0.558,16,5,3466,0
CUST-12862,0.355,86,4,9659,5
CUST-12863,0.635,63,5,146892,0
CUST-12864,0.756,58,3,8923,9
CUST-12865,1.0,94,5,43683,9
CUST-12866,0.448,98,6,9613,0
CUST-12867,0.754,72,4,40005,1
CUST-12868,0.525,71,4,26854,11
CUST-12869,0.785,81,1,21961,20
CUST-12870,0.782,57,6,45087,0
CUST-12871,0.755,53,3,15983,14
CUST-12872,0.699,64,6,10291,2
CUST-12873,0.806,68,3,15712,2
CUST-12874,0.639,59,5,36578,1
CUST-12875,0.208,54,2,6680,0
CUST-12876,0.55,76,4,2061,1
CUST-12877,0.541,77,5,51186,17
CUST-12878,0.422,69,2,1689,0
CUST-12879,0.957,92,4,9813,8
CUST-12880,0.669,56,4,112936,8
CUST-12881,0.715,67,4,45409,4
CUST-12882,0.258,100,3,24803,8
CUST-12883,0.683,78,6,10936,0
CUST-12884,0.664,86,2,4327,0
CUST-12885,0.792,79,6,24765,15
CUST-12886,0.63,61,3,52330,12
CUST-12887,0.414,100,6,57511,5
CUST-12888,0.866,48,5,8490,3
CUST-12889,0.979,44,4,15547,1
CUST-12890,0.556,67,3,5852,7
CUST-12891,0.692,73,3,551,3
CUST-12892,0.778,71,6,41061,2
CUST-12893,0.694,74,5,3250,16
CUST-12894,0.674,41,7,27837,1
CUST-12895,0.567,49,3,3867,10
CUST-12896,0.62,99,4,9219,9
CUST-12897,0.502,65,3,22874,25
CUST-12898,0.694,71,5,9942,1
CUST-12899,0.855,86,3,46389,7
CUST-12900,0.339,59,5,50230,2
CUST-12901,0.668,90,3,14403,5
CUST-12902,0.368,58,3,787,1
CUST-12903,0.636,57,3,2470,2
CUST-12904,0.85,68,4,11749,10
CUST-12905,0.684,42,2,63331,2
CUST-12906,0.894,100,5,11159,3
CUST-12907,0.506,61,3,19328,3
CUST-12908,0.617,25,4,18138,7
CUST-12909,1.0,69,6,74497,2
CUST-12910,0.885,46,6,21609,0
CUST-12911,0.506,86,5,101599,3
CUST-12912,0.936,68,3,4065,22
CUST-12913,0.567,86,3,15430,1
CUST-12914,0.683,85,2,10294,8
CUST-12915,0.776,69,1,3535,11
CUST-12916,0.892,83,4,1198,2
CUST-12917,0.408,81,4,123782,5
CUST-12918,0.088,83,6,41892,15
CUST-12919,0.995,42,1,92861,6
CUST-12920,0.61,78,2,10029,12
CUST-12921,0.35,80,4,10190,0
CUST-12922,0.621,58,2,12511,9
CUST-12923,0.806,100,5,60964,6
CUST-12924,0.915,58,5,18131,0
CUST-12925,0.93,52,3,1813,8
CUST-12926,0.623,49,4,4314,7
CUST-12927,0.773,55,5,41933,1
CUST-12928,0.539,75,5,32800,6
CUST-12929,0.117,61,5,27562,0
CUST-12930,1.0,24,3,11121,6
CUST-12931,0.875,55,3,14184,0
CUST-12932,0.386,62,3,13179,0
CUST-12933,0.685,47,6,18883,0
CUST-12934,0.668,68,4,3135,2
CUST-12935,0.877,68,3,3762,3
CUST-12936,0.931,52,6,71403,20
CUST-12937,0.687,85,3,14911,3
CUST-12938,1.0,56,6,66305,7
CUST-12939,0.414,100,3,29702,0
CUST-12940,0.497,76,4,23430,19
CUST-12941,0.534,83,7,6537,0
CUST-12942,0.404,78,3,10874,8
CUST-12943,0.776,58,6,6289,19
CUST-12944,0.856,80,3,2266,0
CUST-12945,0.384,53,2,147318,3
CUST-12946,0.828,73,3,7468,12
CUST-12947,0.606,56,7,43409,1
CUST-12948,0.786,37,3,6394,3
CUST-12949,0.88,75,3,22029,4
CUST-12950,0.784,80,4,10188,9
CUST-12951,0.454,63,7,43881,3
CUST-12952,0.785,56,5,32645,6
CUST-12953,0.542,68,6,57334,5
CUST-12954,1.0,100,4,30188,1
CUST-12955,0.765,75,3,14315,10
CUST-12956,0.585,75,3,14532,7
CUST-12957,0.693,81,3,1865,0
CUST-12958,0.486,66,7,65866,8
CUST-12959,0.872,77,3,7064,3
CUST-12960,1.0,73,4,19019,6
CUST-12961,0.745,64,7,7934,3
CUST-12962,0.364,64,4,13468,0
CUST-12963,0.881,51,6,23804,5
CUST-12964,0.777,100,3,27861,1
CUST-12965,0.748,73,0,29528,8
CUST-12966,0.578,73,2,13204,6
CUST-12967,0.531,68,2,54542,7
CUST-12968,0.859,77,6,2012,0
CUST-12969,0.578,46,3,18773,1
CUST-12970,0.669,77,1,25751,9
CUST-12971,0.697,30,4,18215,0
CUST-12972,0.616,100,4,44138,0
CUST-12973,0.77,67,5,60615,2
CUST-12974,0.614,95,5,30525,10
CUST-12975,0.666,84,4,34173,0
CUST-12976,0.59,87,6,25831,6
CUST-12977,0.827,62,5,20304,1
CUST-12978,0.44,65,2,49477,2
CUST-12979,0.941,66,1,5319,1
CUST-12980,0.697,98,7,11315,1
CUST-12981,0.649,77,4,14254,1
CUST-12982,0.989,73,4,45744,1
CUST-12983,0.614,70,5,18679,19
CUST-12984,0.785,56,4,662,4
CUST-12985,0.995,72,2,34044,4
CUST-12986,0.522,73,4,69893,3
CUST-12987,0.689,46,5,8385,4
CUST-12988,0.784,70,3,11928,1
CUST-12989,0.735,68,1,10019,2
CUST-12990,0.717,76,3,42153,13
CUST-12991,0.491,53,7,36658,16
CUST-12992,0.741,64,3,9125,4
CUST-12993,0.922,54,3,76982,4
CUST-12994,0.465,66,7,7627,2
CUST-12995,0.706,58,2,49882,1
CUST-12996,0.708,58,1,26150,0
CUST-12997,0.883,49,3,7027,2
CUST-12998,0.5,67,4,13443,1
CUST-12999,0.55,83,2,1828,4
CUST-13000,0.948,57,5,12644,5
CUST-13001,0.923,40,6,53501,25
CUST-13002,0.92,55,0,12716,2
CUST-13003,0.718,71,5,15026,8
CUST-13004,0.485,86,5,42203,34
CUST-13005,0.62,68,3,30709,5
CUST-13006,0.54,76,2,52287,0
CUST-13007,0.464,79,4,17974,0
CUST-13008,0.893,39,7,17776,19
CUST-13009,0.826,100,6,49802,11
CUST-13010,0.619,83,3,114942,10
CUST-13011,0.638,97,5,38027,6
CUST-13012,0.821,51,7,20101,18
CUST-13013,0.814,90,7,46754,2
CUST-13014,0.708,28,2,29164,9
CUST-13015,0.793,83,7,9226,14
CUST-13016,0.672,100,2,2042,1
CUST-13017,0.972,68,3,24825,2
CUST-13018,0.511,69,2,5577,4
CUST-13019,1.0,59,6,11960,0
CUST-13020,0.961,74,2,27560,0
CUST-13021,0.749,86,4,2707,1
CUST-13022,0.937,53,1,4801,9
CUST-13023,0.65,57,3,5219,4
CUST-13024,0.846,14,5,3652,0
CUST-13025,0.769,77,1,3130,7
CUST-13026,1.0,75,2,41700,1
CUST-13027,0.328,91,4,1207,5
CUST-13028,0.695,92,3,43348,2
CUST-13029,0.845,79,6,16302,4
CUST-13030,0.866,77,5,55699,9
CUST-13031,0.753,86,5,4680,14
CUST-13032,0.695,64,4,13782,5
CUST-13033,0.609,82,5,32523,0
CUST-13034,0.978,61,6,6934,2
CUST-13035,0.946,71,2,17358,3
CUST-13036,1.0,59,5,943,3
CUST-13037,0.854,92,4,64547,3
CUST-13038,0.473,42,1,60904,3
CUST-13039,0.825,69,2,51181,2
CUST-13040,0.642,91,3,16461,1
CUST-13041,0.858,60,2,10688,9
CUST-13042,0.536,94,4,13788,2
CUST-13043,0.872,100,5,21947,0
CUST-13044,0.481,95,0,1056,12
CUST-13045,0.761,73,2,54167,1
CUST-13046,0.309,42,4,16823,0
CUST-13047,0.517,49,4,56247,6
CUST-13048,0.426,55,5,2626,0
CUST-13049,0.374,70,4,17013,3
CUST-13050,0.773,63,3,28519,10
CUST-13051,0.734,52,2,6006,6
CUST-13052,0.584,72,6,1394,4
CUST-13053,0.983,43,7,58396,2
CUST-13054,0.743,58,3,15959,11
CUST-13055,0.396,96,3,4768,3
CUST-13056,0.631,43,5,1579,1
CUST-13057,0.724,97,2,10493,7
CUST-13058,0.776,45,4,21577,0
CUST-13059,0.148,100,1,1326,4
CUST-13060,0.278,45,3,5349,4
CUST-13061,0.803,31,5,35855,3
CUST-13062,0.622,90,5,44543,10
CUST-13063,0.881,22,4,36719,2
CUST-13064,0.48,62,5,49825,4
CUST-13065,0.766,73,3,23965,1
CUST-13066,0.531,63,6,7738,0
CUST-13067,0.651,62,2,14490,7
CUST-13068,0.873,47,5,118568,5
CUST-13069,0.737,76,4,46978,0
CUST-13070,0.661,79,2,10142,4
CUST-13071,0.415,34,7,13800,8
CUST-13072,0.92,88,5,508,0
CUST-13073,0.683,80,5,8414,5
CUST-13074,1.0,100,1,21030,5
CUST-13075,0.812,88,2,24821,14
CUST-13076,0.872,47,2,10001,0
CUST-13077,0.669,58,4,65405,0
CUST-13078,0.553,67,2,5359,5
CUST-13079,0.813,94,3,22866,10
CUST-13080,0.92,71,5,21837,5
CUST-13081,0.918,76,2,17518,2
CUST-13082,0.543,54,4,41415,2
CUST-13083,0.846,68,4,18822,7
CUST-13084,0.688,78,7,12711,19
CUST-13085,0.69,65,3,31781,3
CUST-13086,0.578,37,4,10703,6
CUST-13087,0.924,90,7,12904,0
CUST-13088,0.429,100,2,7672,9
CUST-13089,0.612,48,4,1673,1
CUST-13090,1.0,62,4,2382,0
CUST-13091,0.455,75,5,38477,1
CUST-13092,0.568,30,5,20543,1
CUST-13093,1.0,94,4,18306,1
CUST-13094,1.0,57,4,84535,2
CUST-13095,0.468,70,3,1706,1
CUST-13096,0.797,81,5,27854,3
CUST-13097,0.636,70,4,12271,2
CUST-13098,0.559,76,3,25213,2
CUST-13099,0.703,53,4,8242,0
CUST-13100,0.525,73,2,72273,3
CUST-13101,0.769,82,3,4381,9
CUST-13102,0.99,60,4,26477,3
CUST-13103,0.597,77,4,43184,2
CUST-13104,0.58,70,7,31856,13
CUST-13105,0.489,78,4,27582,0
CUST-13106,0.6,21,3,20550,0
CUST-13107,0.63,52,4,20585,5
CUST-13108,0.83,100,4,30100,2
CUST-13109,0.686,100,5,4825,13
CUST-13110,1.0,13,7,4838,0
CUST-13111,0.677,100,7,10521,12
CUST-13112,0.735,29,5,36670,3
CUST-13113,0.138,82,2,12498,1
CUST-13114,0.717,85,5,41123,8
CUST-13115,0.467,77,7,38050,7
CUST-13116,1.0,85,3,4585,2
CUST-13117,0.973,50,6,40230,6
CUST-13118,0.838,71,5,6055,16
CUST-13119,0.83,55,2,44329,1
CUST-13120,0.557,100,5,41803,2
CUST-13121,0.726,43,5,25161,0
CUST-13122,0.807,45,1,27141,12
CUST-13123,0.495,59,7,27386,7
CUST-13124,0.541,88,5,3726,3
CUST-13125,0.541,53,2,16401,13
CUST-13126,0.493,78,4,6211,4
CUST-13127,0.931,58,2,41436,6
CUST-13128,0.36,65,6,17816,0
CUST-13129,0.357,89,5,35031,9
CUST-13130,0.618,100,3,17121,1
CUST-13131,0.089,61,3,46964,4
CUST-13132,0.8,80,2,21438,16
CUST-13133,0.586,77,5,36616,4
CUST-13134,0.583,51,1,38531,2
CUST-13135,0.865,72,3,30443,1
CUST-13136,0.688,73,5,4739,12
CUST-13137,0.758,51,5,27804,12
CUST-13138,0.839,82,3,20336,5
CUST-13139,0.605,67,5,9506,1
CUST-13140,0.426,73,4,50541,3
CUST-13141,0.938,81,7,108456,9
CUST-13142,1.0,97,5,102118,0
CUST-13143,0.503,73,7,47996,0
CUST-13144,0.812,51,5,51162,0
CUST-13145,0.482,50,5,9657,25
CUST-13146,0.863,52,3,53653,0
CUST-13147,0.386,65,1,25053,0
CUST-13148,0.314,47,4,67591,1
CUST-13149,0.657,34,5,3319,2
CUST-13150,0.29,62,5,2294,7
CUST-13151,0.731,66,2,1729,7
CUST-13152,0.699,58,2,22145,1
CUST-13153,0.866,79,3,10620,10
CUST-13154,0.566,43,4,12515,0
CUST-13155,0.489,52,4,45843,4
CUST-13156,0.905,79,4,1135,0
CUST-13157,0.611,67,3,15476,0
CUST-13158,0.507,51,6,30356,2
CUST-13159,0.396,60,6,18974,0
CUST-13160,0.87,49,7,5036,8
CUST-13161,0.614,97,4,20890,5
CUST-13162,0.884,48,4,114500,5
CUST-13163,0.63,49,4,3561,3
CUST-13164,0.876,72,5,13766,2
CUST-13165,0.807,100,5,21497,1
CUST-13166,0.517,26,7,5215,4
CUST-13167,0.717,44,1,12584,5
CUST-13168,1.0,48,2,74687,1
CUST-13169,0.688,54,4,63216,15
CUST-13170,0.507,61,3,30650,14
CUST-13171,0.889,89,4,6860,14
CUST-13172,0.542,53,4,40666,9
CUST-13173,0.924,45,5,29949,0
CUST-13174,0.821,44,4,10603,10
CUST-13175,0.752,66,4,5670,1
CUST-13176,0.574,65,7,19400,21
CUST-13177,0.68,61,4,16377,15
CUST-13178,0.665,63,2,36729,3
CUST-13179,0.929,72,6,2651,2
CUST-13180,0.93,56,6,12136,7
CUST-13181,0.827,87,3,19593,3
CUST-13182,0.699,87,4,18974,9
CUST-13183,0.705,58,4,45465,17
CUST-13184,0.735,11,5,1136,3
CUST-13185,0.999,75,7,77628,9
CUST-13186,0.803,72,3,46778,0
CUST-13187,0.465,68,4,14965,2
CUST-13188,0.955,62,0,10106,1
CUST-13189,1.0,89,3,18878,2
CUST-13190,0.875,58,4,46250,24
CUST-13191,0.44,48,3,21421,17
CUST-13192,0.924,100,5,54500,2
CUST-13193,0.35,65,1,12297,3
CUST-13194,0.639,54,3,86468,7
CUST-13195,0.96,41,3,29408,2
CUST-13196,0.949,75,4,4391,4
CUST-13197,0.436,68,3,18941,0
CUST-13198,0.849,100,5,32502,4
CUST-13199,1.0,76,4,64649,1
CUST-13200,0.795,39,5,36445,9
CUST-13201,0.374,96,3,31908,2
CUST-13202,0.464,44,4,72635,5
CUST-13203,0.69,78,4,2987,9
CUST-13204,0.708,40,5,37874,10
CUST-13205,0.931,48,2,42785,0
CUST-13206,0.883,68,4,1044,13
CUST-13207,0.747,73,5,9378,4
CUST-13208,0.851,79,2,33812,6
CUST-13209,0.443,14,5,27262,0
CUST-13210,0.729,52,5,37500,7
CUST-13211,0.549,50,3,38626,4
CUST-13212,0.57,59,5,19297,20
CUST-13213,0.844,61,5,18238,3
CUST-13214,0.659,71,7,73126,13
CUST-13215,0.537,100,5,48331,8
CUST-13216,0.515,35,2,10272,3
CUST-13217,0.939,66,5,4290,0
CUST-13218,0.709,80,6,1937,2
CUST-13219,0.826,83,4,32941,2
CUST-13220,0.758,81,3,554,1
CUST-13221,0.949,36,7,14534,3
CUST-13222,0.755,57,3,27246,0
CUST-13223,0.583,67,5,82959,1
CUST-13224,0.718,59,5,16544,3
CUST-13225,0.297,61,5,17810,3
CUST-13226,0.622,70,1,91341,8
CUST-13227,1.0,68,2,38781,4
CUST-13228,0.417,38,4,33288,5
CUST-13229,0.693,83,2,9730,1
CUST-13230,0.871,80,6,11880,0
CUST-13231,0.823,38,5,38068,2
CUST-13232,0.832,100,5,2268,2
CUST-13233,0.788,62,6,18583,1
CUST-13234,0.333,75,3,11651,0
CUST-13235,0.811,80,4,5253,0
CUST-13236,1.0,58,3,4672,1
CUST-13237,0.972,75,4,3280,2
CUST-13238,1.0,64,3,37909,5
CUST-13239,0.635,64,3,18537,7
CUST-13240,0.677,69,2,35485,6
CUST-13241,0.69,60,4,18350,11
CUST-13242,0.858,76,3,15052,4
CUST-13243,0.498,54,2,29542,6
CUST-13244,0.541,100,6,13225,7
CUST-13245,0.743,62,5,7408,2
CUST-13246,0.494,64,5,21401,1
CUST-13247,0.626,93,3,23161,6
CUST-13248,0.468,55,3,16420,3
CUST-13249,0.659,56,7,85797,16
CUST-13250,0.75,52,3,3923,1
CUST-13251,0.794,56,5,11549,2
CUST-13252,0.496,45,3,40826,0
CUST-13253,0.897,88,4,2565,6
CUST-13254,0.242,70,4,9754,2
CUST-13255,0.552,71,4,10648,8
CUST-13256,0.637,68,3,10615,6
CUST-13257,0.885,58,6,27879,18
CUST-13258,0.775,81,5,43010,4
CUST-13259,0.747,62,4,1267,8
CUST-13260,1.0,74,4,2815,5
CUST-13261,0.839,72,3,19255,7
CUST-13262,0.494,60,5,16760,4
CUST-13263,0.46,86,3,188371,2
CUST-13264,0.522,78,3,23741,1
CUST-13265,1.0,62,4,66488,0
CUST-13266,0.813,33,4,6587,11
CUST-13267,0.94,39,5,21129,6
CUST-13268,0.955,86,3,35109,22
CUST-13269,0.72,85,1,37097,6
CUST-13270,0.689,84,3,58120,1
CUST-13271,0.708,65,1,27507,3
CUST-13272,0.825,26,6,32495,6
CUST-13273,0.446,70,2,36518,1
CUST-13274,0.45,56,5,11812,6
CUST-13275,0.557,10,3,53775,6
CUST-13276,0.61,62,4,4272,8
CUST-13277,1.0,100,4,15061,3
CUST-13278,0.823,32,5,20431,11
CUST-13279,0.528,35,5,11546,6
CUST-13280,0.523,78,5,22850,4
CUST-13281,1.0,68,5,6340,1
CUST-13282,0.732,56,0,19122,12
CUST-13283,0.553,69,3,30684,21
CUST-13284,0.773,100,6,28359,3
CUST-13285,0.78,89,2,13791,2
CUST-13286,0.591,86,5,24806,4
CUST-13287,0.775,68,4,150548,9
CUST-13288,0.588,100,5,5379,13
CUST-13289,0.472,44,1,6584,3
CUST-13290,0.443,89,5,12145,2
CUST-13291,1.0,55,7,32118,4
CUST-13292,0.838,65,5,18924,2
CUST-13293,0.32,68,7,22085,1
CUST-13294,0.853,74,6,32090,10
CUST-13295,0.561,91,3,11300,1
CUST-13296,0.466,56,3,4468,4
CUST-13297,0.499,66,3,79755,2
CUST-13298,0.608,52,3,12592,9
CUST-13299,0.925,64,1,2131,1
CUST-13300,0.66,38,3,12470,2
CUST-13301,0.937,50,1,57915,0
CUST-13302,0.89,73,7,22530,2
CUST-13303,0.481,60,3,1979,8
CUST-13304,1.0,71,5,9747,0
CUST-13305,0.563,81,4,13877,4
CUST-13306,0.286,24,3,17674,8
CUST-13307,0.393,72,2,27632,2
CUST-13308,1.0,76,1,44031,26
CUST-13309,0.606,74,4,20210,3
CUST-13310,0.516,41,4,8992,19
CUST-13311,0.961,78,2,14461,3
CUST-13312,0.636,58,5,30412,9
CUST-13313,0.549,53,5,96599,1
CUST-13314,0.992,48,4,52803,2
CUST-13315,0.649,85,5,90984,1
CUST-13316,0.779,56,5,19516,4
CUST-13317,0.417,87,5,8430,4
CUST-13318,0.423,45,4,90344,8
CUST-13319,0.638,84,2,9320,8
CUST-13320,0.608,85,5,9064,0
CUST-13321,0.425,89,4,15506,2
CUST-13322,0.61,44,6,29953,15
CUST-13323,0.618,82,7,30158,5
CUST-13324,0.854,70,5,11575,0
CUST-13325,0.122,76,4,2373,10
CUST-13326,0.773,41,1,51585,21
CUST-13327,0.44,99,2,20821,0
CUST-13328,0.35,50,5,13903,5
CUST-13329,0.604,61,3,4763,4
CUST-13330,0.572,83,4,100460,0
CUST-13331,0.465,100,4,41590,8
CUST-13332,0.684,52,4,2504,0
CUST-13333,0.546,75,4,31446,0
CUST-13334,0.926,45,5,60695,2
CUST-13335,0.835,76,5,19791,18
CUST-13336,0.569,55,4,40418,6
CUST-13337,0.885,90,4,17329,7
CUST-13338,0.591,74,5,1902,2
CUST-13339,0.537,70,5,60831,2
CUST-13340,0.394,85,3,46616,9
CUST-13341,0.596,65,3,22896,0
CUST-13342,0.808,51,3,67583,1
CUST-13343,0.758,15,4,8647,9
CUST-13344,0.807,43,1,102433,11
CUST-13345,0.792,66,3,11617,12
CUST-13346,0.561,53,2,55411,0
CUST-13347,0.803,61,6,18520,3
CUST-13348,0.779,66,2,25444,14
CUST-13349,0.335,72,4,8801,10
CUST-13350,0.626,64,4,12888,3
CUST-13351,0.994,38,5,7271,3
CUST-13352,0.722,61,5,16339,4
CUST-13353,0.875,30,5,9188,6
CUST-13354,0.42,74,7,9333,4
CUST-13355,0.507,64,4,12785,7
CUST-13356,0.851,52,4,89407,12
CUST-13357,1.0,100,7,8635,15
CUST-13358,0.763,77,5,7796,1
CUST-13359,0.543,89,6,18081,4
CUST-13360,0.527,58,4,7893,6
CUST-13361,1.0,66,2,5774,8
CUST-13362,0.566,30,5,13258,0
CUST-13363,0.966,58,4,7676,2
CUST-13364,1.0,15,5,16127,8
CUST-13365,0.762,60,3,3641,7
CUST-13366,0.452,53,2,2645,0
CUST-13367,0.479,69,4,24645,17
CUST-13368,0.435,25,2,37600,7
CUST-13369,0.868,84,6,31246,4
CUST-13370,0.765,100,3,13492,0
CUST-13371,0.557,61,5,1822,3
CUST-13372,0.613,92,5,21855,8
CUST-13373,0.331,80,5,613,0
CUST-13374,0.916,49,2,3594,0
CUST-13375,1.0,54,5,14809,7
CUST-13376,0.621,86,4,54896,0
CUST-13377,0.809,66,3,44508,3
CUST-13378,0.635,76,2,47149,10
CUST-13379,1.0,86,3,11084,5
CUST-13380,0.565,51,1,3956,3
CUST-13381,0.584,43,4,5288,0
CUST-13382,0.682,62,2,2093,8
CUST-13383,0.613,54,4,16278,0
CUST-13384,0.412,40,5,57312,0
CUST-13385,0.868,60,4,44148,2
CUST-13386,0.655,58,6,3884,4
CUST-13387,0.53,81,5,69184,0
CUST-13388,0.416,39,4,13480,13
CUST-13389,1.0,50,2,76744,0
CUST-13390,0.858,86,3,1813,20
CUST-13391,0.646,68,7,3362,4
CUST-13392,0.446,49,6,15141,4
CUST-13393,0.813,50,5,44594,10
CUST-13394,0.404,71,2,36522,2
CUST-13395,0.7,74,4,14198,9
CUST-13396,0.389,89,4,36440,1
CUST-13397,0.63,84,3,103309,11
CUST-13398,0.824,73,3,39401,2
CUST-13399,0.701,55,6,8307,4
CUST-13400,0.222,63,6,2506,5
CUST-13401,0.971,59,4,27406,9
CUST-13402,0.913,80,6,8201,2
CUST-13403,0.203,44,4,12071,2
CUST-13404,0.678,35,3,27450,1
CUST-13405,0.841,51,4,25535,1
CUST-13406,0.633,77,3,20927,14
CUST-13407,0.822,58,4,20607,1
CUST-13408,0.837,99,6,7312,14
CUST-13409,0.485,92,3,7977,7
CUST-13410,0.677,50,1,99804,1
CUST-13411,0.501,62,6,10692,1
CUST-13412,0.383,91,3,9977,3
CUST-13413,0.626,38,2,13579,4
CUST-13414,0.819,74,1,10099,7
CUST-13415,0.63,56,7,6165,12
CUST-13416,0.595,75,5,15643,3
CUST-13417,0.226,64,4,16438,1
CUST-13418,0.684,51,3,18181,21
CUST-13419,0.54,45,6,12548,3
CUST-13420,0.646,62,4,28535,5
CUST-13421,0.44,67,5,6667,17
CUST-13422,0.235,59,3,97343,2
CUST-13423,0.511,54,3,13769,1
CUST-13424,0.471,83,5,8905,8
CUST-13425,0.773,73,6,11905,3
CUST-13426,0.548,87,2,13231,0
CUST-13427,0.598,47,2,7875,0
CUST-13428,0.946,69,2,8888,11
CUST-13429,0.539,46,4,31379,1
CUST-13430,0.78,45,7,18414,3
CUST-13431,0.673,16,6,1444,6
CUST-13432,0.681,78,3,55768,15
CUST-13433,0.679,68,0,45394,8
CUST-13434,0.781,73,6,2261,3
CUST-13435,0.672,28,5,10984,3
CUST-13436,0.665,64,3,23394,2
CUST-13437,0.711,74,6,31282,0
CUST-13438,0.27,49,2,11977,1
CUST-13439,0.738,66,3,39421,18
CUST-13440,0.392,99,4,11956,1
CUST-13441,1.0,68,6,83469,9
CUST-13442,1.0,57,3,18676,12
CUST-13443,0.68,72,6,12451,0
CUST-13444,0.908,87,5,22538,3
CUST-13445,0.997,89,4,12999,11
CUST-13446,0.804,79,5,52140,0
CUST-13447,0.599,85,3,7681,22
CUST-13448,0.861,67,1,11751,12
CUST-13449,0.538,92,2,16364,17
CUST-13450,0.646,44,4,13391,0
CUST-13451,0.478,60,6,17512,3
CUST-13452,0.62,67,3,32725,0
CUST-13453,0.925,85,4,13197,1
CUST-13454,0.673,35,3,19473,6
CUST-13455,0.685,71,7,42360,8
CUST-13456,0.61,42,4,23466,7
CUST-13457,1.0,54,2,23836,0
CUST-13458,0.596,88,2,6597,0
CUST-13459,0.672,52,6,5240,7
CUST-13460,0.888,35,1,17305,2
CUST-13461,0.505,66,3,5244,8
CUST-13462,0.415,52,2,9404,5
CUST-13463,0.565,61,6,10166,9
CUST-13464,1.0,46,4,21385,4
CUST-13465,0.443,100,5,12425,0
CUST-13466,0.946,82,4,29965,6
CUST-13467,0.731,37,4,6387,10
CUST-13468,0.981,62,6,44392,11
CUST-13469,0.619,100,5,8090,0
CUST-13470,0.639,68,2,3369,12
CUST-13471,0.682,95,6,13457,3
CUST-13472,0.57,32,2,8084,4
CUST-13473,0.777,91,3,43605,2
CUST-13474,0.79,67,3,8720,0
CUST-13475,0.825,44,6,19728,8
CUST-13476,0.593,86,5,12502,10
CUST-13477,0.602,42,4,19646,12
CUST-13478,0.442,59,6,3734,0
CUST-13479,0.76,67,4,30412,7
CUST-13480,0.392,86,5,49864,3
CUST-13481,1.0,77,2,4586,19
CUST-13482,0.925,84,3,16151,6
CUST-13483,0.764,82,2,43354,1
CUST-13484,0.756,63,7,146263,2
CUST-13485,0.497,65,5,30229,1
CUST-13486,0.936,65,3,18990,3
